iddesa,Kode Provinsi,Kode Kabupaten,Kode Kecamatan,Kode Desa,Provinsi,Kabupaten,Kecamatan,Desa,Pelayanan_Dasar,Infrastruktur,Aksesbilitas,IKG2020
1308022001,13,8,22,1,Sumatera Barat,Lima Puluh Kota,Situjuah Limo Nagari,Situjuah Gadang,22.65,38.05,25.51,26.98
1308022002,13,8,22,2,Sumatera Barat,Lima Puluh Kota,Situjuah Limo Nagari,Situjuah Banda Dalam,22.57,41.61,5.73,21.68
1308022003,13,8,22,3,Sumatera Barat,Lima Puluh Kota,Situjuah Limo Nagari,Situjuah Batua,19.34,38.05,4.23,18.91
1308022004,13,8,22,4,Sumatera Barat,Lima Puluh Kota,Situjuah Limo Nagari,Tungka,21.01,41.59,4.23,20.49
1308022005,13,8,22,5,Sumatera Barat,Lima Puluh Kota,Situjuah Limo Nagari,Situjuah Ladang Laweh,25.94,41.16,27.00,29.68
1308030001,13,8,30,1,Sumatera Barat,Lima Puluh Kota,Harau,Taram,21.01,37.80,2.28,19.04
1308030002,13,8,30,2,Sumatera Barat,Lima Puluh Kota,Harau,Bukik Limbuku,24.21,53.43,21.24,29.85
1308030003,13,8,30,3,Sumatera Barat,Lima Puluh Kota,Harau,Pilubang,28.60,53.43,21.24,31.91
1308030004,13,8,30,4,Sumatera Barat,Lima Puluh Kota,Harau,Batu Balang,21.98,50.14,17.01,26.77
1308030005,13,8,30,5,Sumatera Barat,Lima Puluh Kota,Harau,Koto Tuo,18.76,35.23,5.73,18.46
1308030006,13,8,30,6,Sumatera Barat,Lima Puluh Kota,Harau,Lubuak Batingkok,21.10,51.03,5.73,23.11
1308030007,13,8,30,7,Sumatera Barat,Lima Puluh Kota,Harau,Gurun,43.19,55.45,25.51,40.53
1308030008,13,8,30,8,Sumatera Barat,Lima Puluh Kota,Harau,Sarilamak,17.88,28.07,8.00,17.14
1308030009,13,8,30,9,Sumatera Barat,Lima Puluh Kota,Harau,Tarantang,16.88,41.14,21.27,23.66
1308030010,13,8,30,10,Sumatera Barat,Lima Puluh Kota,Harau,Solok Bio-bio,41.13,48.58,18.50,35.88
1308030011,13,8,30,11,Sumatera Barat,Lima Puluh Kota,Harau,Harau,26.25,43.80,4.23,23.45
1308030012,13,8,30,12,Sumatera Barat,Lima Puluh Kota,Harau,NAGARI PERSIAPAN HULU AIA,29.00,41.88,0.00,23.01
1308040001,13,8,40,1,Sumatera Barat,Lima Puluh Kota,Guguak,Kubang,21.10,48.52,8.50,23.39
1308040002,13,8,40,2,Sumatera Barat,Lima Puluh Kota,Guguak,Simpang Sugiran,32.44,53.43,8.50,29.82
1308040003,13,8,40,3,Sumatera Barat,Lima Puluh Kota,Guguak,Sungai Talang,23.01,48.32,34.01,32.05
1308040004,13,8,40,4,Sumatera Barat,Lima Puluh Kota,Guguak,Guguak Viii Koto,17.88,30.14,4.23,16.45
1308040005,13,8,40,5,Sumatera Barat,Lima Puluh Kota,Guguak,Vii Koto Talago,14.63,43.65,4.23,17.96
1308041001,13,8,41,1,Sumatera Barat,Lima Puluh Kota,Mungka,Jopang Manganti,38.23,53.43,21.24,36.44
1308041002,13,8,41,2,Sumatera Barat,Lima Puluh Kota,Mungka,Mungka,19.34,42.71,4.23,19.96
1308041003,13,8,41,3,Sumatera Barat,Lima Puluh Kota,Mungka,Talang Maua,26.03,50.54,21.24,30.06
1308041004,13,8,41,4,Sumatera Barat,Lima Puluh Kota,Mungka,Simpang Kapuak,25.68,45.86,34.01,32.75
1308041005,13,8,41,5,Sumatera Barat,Lima Puluh Kota,Mungka,Sungai Antuan,23.54,48.07,34.01,32.24
1308050001,13,8,50,1,Sumatera Barat,Lima Puluh Kota,Suliki,Kurai,35.96,43.41,4.23,27.92
1308050002,13,8,50,2,Sumatera Barat,Lima Puluh Kota,Suliki,Suliki,15.32,19.77,7.22,13.84
1308050003,13,8,50,3,Sumatera Barat,Lima Puluh Kota,Suliki,Limbanang,17.86,33.61,4.23,17.22
1308050004,13,8,50,4,Sumatera Barat,Lima Puluh Kota,Suliki,Sungai Rimbang,12.17,49.38,6.16,18.67
1308050005,13,8,50,5,Sumatera Barat,Lima Puluh Kota,Suliki,Tanjuang Bungo,21.69,59.45,4.23,24.81
1308050006,13,8,50,6,Sumatera Barat,Lima Puluh Kota,Suliki,Andiang,38.73,44.47,5.73,29.92
1308051001,13,8,51,1,Sumatera Barat,Lima Puluh Kota,Bukik Barisan,Koto Tangah,18.08,48.52,4.23,20.66
1308051002,13,8,51,2,Sumatera Barat,Lima Puluh Kota,Bukik Barisan,Banja Laweh,20.30,42.02,21.24,25.46
1308051003,13,8,51,3,Sumatera Barat,Lima Puluh Kota,Bukik Barisan,Maek,29.84,39.83,4.23,24.24
1308051004,13,8,51,4,Sumatera Barat,Lima Puluh Kota,Bukik Barisan,Sungai Naniang,44.35,48.09,4.23,32.91
1308051005,13,8,51,5,Sumatera Barat,Lima Puluh Kota,Bukik Barisan,Baruah Gunuang,34.04,44.98,5.73,27.83
1308051006,13,8,51,6,Sumatera Barat,Lima Puluh Kota,Bukik Barisan,NAGARI PERSIAPAN KOTO TINGGI MAEK,59.00,55.45,7.48,42.44
1308060001,13,8,60,1,Sumatera Barat,Lima Puluh Kota,Gunuang Omeh,Pandam Gadang,21.28,68.22,5.73,27.04
1308060002,13,8,60,2,Sumatera Barat,Lima Puluh Kota,Gunuang Omeh,Talang Anau,21.19,45.86,28.75,29.03
1308060003,13,8,60,3,Sumatera Barat,Lima Puluh Kota,Gunuang Omeh,Koto Tinggi,22.00,30.96,4.23,18.57
1308070001,13,8,70,1,Sumatera Barat,Lima Puluh Kota,Kapur Ix,Koto Lamo,61.05,60.84,25.51,50.13
1308070002,13,8,70,2,Sumatera Barat,Lima Puluh Kota,Kapur Ix,Lubuak Alai,36.36,45.21,4.23,28.51
1308070003,13,8,70,3,Sumatera Barat,Lima Puluh Kota,Kapur Ix,Muaro Paiti,33.05,40.32,4.23,25.86
1308070004,13,8,70,4,Sumatera Barat,Lima Puluh Kota,Kapur Ix,Koto Bangun,53.78,47.89,4.23,37.30
1308070005,13,8,70,5,Sumatera Barat,Lima Puluh Kota,Kapur Ix,Durian Tinggi,34.80,45.86,4.23,27.93
1308070006,13,8,70,6,Sumatera Barat,Lima Puluh Kota,Kapur Ix,Sialang,34.72,45.23,8.50,29.05
1308070007,13,8,70,7,Sumatera Barat,Lima Puluh Kota,Kapur Ix,Galugua,38.59,67.79,42.12,46.21
1308080001,13,8,80,1,Sumatera Barat,Lima Puluh Kota,Pangkalan Koto Baru,Koto Alam,35.89,48.52,0.00,27.74
1308080002,13,8,80,2,Sumatera Barat,Lima Puluh Kota,Pangkalan Koto Baru,Manggilang,32.73,45.64,0.00,25.61
1308080003,13,8,80,3,Sumatera Barat,Lima Puluh Kota,Pangkalan Koto Baru,Pangkalan,28.04,30.98,0.00,20.12
1308080004,13,8,80,4,Sumatera Barat,Lima Puluh Kota,Pangkalan Koto Baru,Gunuang Malintang,34.47,43.61,4.23,27.27
1308080005,13,8,80,5,Sumatera Barat,Lima Puluh Kota,Pangkalan Koto Baru,Tanjuang Balik,36.07,41.18,0.00,26.18
1308080006,13,8,80,6,Sumatera Barat,Lima Puluh Kota,Pangkalan Koto Baru,Tanjuang Pauah,54.03,44.47,0.00,35.35
1309070001,13,9,70,1,Sumatera Barat,Pasaman,Bonjol,Koto Kaciak,39.83,8.89,4.23,22.00
1309070002,13,9,70,2,Sumatera Barat,Pasaman,Bonjol,Limo Koto,32.68,49.01,4.23,27.64
1309070003,13,9,70,3,Sumatera Barat,Pasaman,Bonjol,Ganggo Hilia,27.64,41.81,8.50,24.96
1309070004,13,9,70,4,Sumatera Barat,Pasaman,Bonjol,Ganggo Mudiak,39.68,41.45,17.01,33.14
1309070005,13,9,70,5,Sumatera Barat,Pasaman,Bonjol,NAGARI PERSIAPAN KOTO KACIAK BARAT,47.01,59.50,4.23,36.72
1309071001,13,9,71,1,Sumatera Barat,Pasaman,Tigo Nagari,Binjai,39.29,48.50,0.00,29.33
1309071002,13,9,71,2,Sumatera Barat,Pasaman,Tigo Nagari,Ladang Panjang,28.93,20.22,4.23,19.42
1309071003,13,9,71,3,Sumatera Barat,Pasaman,Tigo Nagari,Malampah,39.66,30.96,22.73,32.53
1309071004,13,9,71,4,Sumatera Barat,Pasaman,Tigo Nagari,NAGARI PERSIAPAN LADANG PANJANG BARAT,37.67,35.01,34.01,35.95
1309071005,13,9,71,5,Sumatera Barat,Pasaman,Tigo Nagari,NAGARI PERSIAPAN MALAMPAH BARAT,43.71,58.20,35.76,44.53
1309072001,13,9,72,1,Sumatera Barat,Pasaman,Simpang Alahan Mati,Alahan Mati,29.45,73.33,4.23,31.57
1309072002,13,9,72,2,Sumatera Barat,Pasaman,Simpang Alahan Mati,Simpang,27.60,57.49,4.23,27.15
1309072003,13,9,72,3,Sumatera Barat,Pasaman,Simpang Alahan Mati,NAGARI PERSIAPAN ALAHAN MATI HILIA,50.32,81.85,4.23,43.29
1309072004,13,9,72,4,Sumatera Barat,Pasaman,Simpang Alahan Mati,NAGARI PERSIAPAN SIMPANG UTARA,36.00,81.85,21.24,41.76
1309080001,13,9,80,1,Sumatera Barat,Pasaman,Lubuk Sikaping,Tanjung Beringin,25.28,26.71,4.23,19.16
1309080002,13,9,80,2,Sumatera Barat,Pasaman,Lubuk Sikaping,Jambak,42.01,57.47,34.01,43.03
1309080003,13,9,80,3,Sumatera Barat,Pasaman,Lubuk Sikaping,Durian Tinggi,31.15,21.86,4.23,20.83
1309080004,13,9,80,4,Sumatera Barat,Pasaman,Lubuk Sikaping,Pauah,7.34,25.40,6.51,11.13
1309080005,13,9,80,5,Sumatera Barat,Pasaman,Lubuk Sikaping,Aia Manggih,31.55,48.32,4.23,26.95
1309080006,13,9,80,6,Sumatera Barat,Pasaman,Lubuk Sikaping,Sundata,39.95,50.77,4.23,31.45
1309080007,13,9,80,7,Sumatera Barat,Pasaman,Lubuk Sikaping,NAGARI PERSIAPAN TANJUNG BERINGIN SELATAN,28.98,57.08,4.23,27.71
1309080008,13,9,80,8,Sumatera Barat,Pasaman,Lubuk Sikaping,NAGARI PERSIAPAN TANJUNG BERINGIN UTARA,27.34,45.72,21.24,29.59
1309080009,13,9,80,9,Sumatera Barat,Pasaman,Lubuk Sikaping,NAGARI PERSIAPAN AIA MANGGIH BARAT,28.61,61.76,35.50,38.15
1309080010,13,9,80,10,Sumatera Barat,Pasaman,Lubuk Sikaping,NAGARI PERSIAPAN AIA MANGGIH SELATAN,25.19,36.52,12.47,23.84
1309080011,13,9,80,11,Sumatera Barat,Pasaman,Lubuk Sikaping,NAGARI PERSIAPAN AIA MANGGIH UTARA,38.48,50.77,5.73,31.21
1309080012,13,9,80,12,Sumatera Barat,Pasaman,Lubuk Sikaping,NAGARI PERSIAPAN SUNDATA SELATAN,32.44,56.85,4.23,29.28
1309080013,13,9,80,13,Sumatera Barat,Pasaman,Lubuk Sikaping,NAGARI PERSIAPAN SUNDATA UTARA,28.93,45.86,4.23,25.17
1309100001,13,9,100,1,Sumatera Barat,Pasaman,Dua Koto,Cubadak,48.63,50.77,1.56,34.70
1309100002,13,9,100,2,Sumatera Barat,Pasaman,Dua Koto,Simpang Tonang,31.27,46.07,5.79,26.79
1309100003,13,9,100,3,Sumatera Barat,Pasaman,Dua Koto,NAGARI PERSIAPAN CUBADAK BARAT,32.60,59.51,5.79,30.43
1309100004,13,9,100,4,Sumatera Barat,Pasaman,Dua Koto,NAGARI PERSIAPAN CUBADAK TENGAH,32.89,61.53,5.79,31.02
1309100005,13,9,100,5,Sumatera Barat,Pasaman,Dua Koto,NAGARI PERSIAPAN CUBADAK TIMUR,48.55,50.54,5.79,35.91
1309100006,13,9,100,6,Sumatera Barat,Pasaman,Dua Koto,NAGARI PERSIAPAN SIMPANG TONANG SELATAN,26.21,49.65,11.98,27.11
1309100007,13,9,100,7,Sumatera Barat,Pasaman,Dua Koto,NAGARI PERSIAPAN SIMPANG TONANG UTARA,36.20,59.51,11.81,33.96
1309110001,13,9,110,1,Sumatera Barat,Pasaman,Panti,Panti,10.47,25.93,4.23,12.03
1309110002,13,9,110,2,Sumatera Barat,Pasaman,Panti,Panti Selatan,29.06,59.88,5.73,28.83
1309110003,13,9,110,3,Sumatera Barat,Pasaman,Panti,Panti Timur,27.51,65.95,21.27,34.22
1309110004,13,9,110,4,Sumatera Barat,Pasaman,Panti,NAGARI PERSIAPAN PANTI UTARA,25.86,62.15,21.24,32.58
1309111001,13,9,111,1,Sumatera Barat,Pasaman,Padang Gelugur,Padang Galugua,24.28,27.17,4.23,18.80
1309111002,13,9,111,2,Sumatera Barat,Pasaman,Padang Gelugur,Bahagia Padang Galugua,37.51,55.02,4.23,31.25
1309111003,13,9,111,3,Sumatera Barat,Pasaman,Padang Gelugur,Sitombol Padang Galugua,8.95,48.11,4.23,16.29
1309111004,13,9,111,4,Sumatera Barat,Pasaman,Padang Gelugur,Sontang Cubadak,27.53,47.25,4.23,24.82
1309121001,13,9,121,1,Sumatera Barat,Pasaman,Rao,Taruang-taruang,37.39,33.72,21.24,31.63
1309121002,13,9,121,2,Sumatera Barat,Pasaman,Rao,Padang Mantinggi,30.84,48.11,21.24,31.78
1309121003,13,9,121,3,Sumatera Barat,Pasaman,Rao,NAGARI PERSIAPAN TARUANG-TARUANG SELATAN,28.61,47.68,17.01,29.33
1309121004,13,9,121,4,Sumatera Barat,Pasaman,Rao,NAGARI PERSIAPAN TARUANG-TARUANG UTARA,26.83,23.90,0.00,17.97
1309121005,13,9,121,5,Sumatera Barat,Pasaman,Rao,NAGARI PERSIAPAN PADANG MANTINGGI UTARA,31.81,66.44,21.24,36.34
1309122001,13,9,122,1,Sumatera Barat,Pasaman,Mapat Tunggul,Lubuak Gadang,33.59,67.79,35.57,41.86
1309122002,13,9,122,2,Sumatera Barat,Pasaman,Mapat Tunggul,Pintu Padang,35.00,67.79,34.01,42.05
1309122003,13,9,122,3,Sumatera Barat,Pasaman,Mapat Tunggul,Muaro Tais,42.40,57.06,37.32,44.13
1309122004,13,9,122,4,Sumatera Barat,Pasaman,Mapat Tunggul,NAGARI PERSIAPAN MUARO TAIS KOTO GADANG,39.16,67.79,39.07,45.55
1309123001,13,9,123,1,Sumatera Barat,Pasaman,Mapat Tunggul Selatan,Muaro Sungai Lolo,39.83,73.98,38.81,47.17
1309123002,13,9,123,2,Sumatera Barat,Pasaman,Mapat Tunggul Selatan,Silayang,36.18,60.90,37.32,42.07
1309124001,13,9,124,1,Sumatera Barat,Pasaman,Rao Selatan,Lansek Kadok,24.70,40.68,34.01,31.13
1309124002,13,9,124,2,Sumatera Barat,Pasaman,Rao Selatan,Tanjung Betung,22.64,22.25,4.23,16.92
1309124003,13,9,124,3,Sumatera Barat,Pasaman,Rao Selatan,Lubuak Layang,27.51,38.25,0.00,21.50
1309124004,13,9,124,4,Sumatera Barat,Pasaman,Rao Selatan,NAGARI PERSIAPAN LANSEK KADOK BARAT,28.50,44.27,25.51,31.12
1309124005,13,9,124,5,Sumatera Barat,Pasaman,Rao Selatan,NAGARI PERSIAPAN TANJUNG BETUNG TIMUR,29.19,53.43,25.51,33.50
1309124006,13,9,124,6,Sumatera Barat,Pasaman,Rao Selatan,NAGARI PERSIAPAN TANJUNG BETUNG UTARA,35.63,43.70,4.23,27.83
1309125001,13,9,125,1,Sumatera Barat,Pasaman,Rao Utara,Koto Nopan,45.14,54.60,21.24,39.95
1309125002,13,9,125,2,Sumatera Barat,Pasaman,Rao Utara,Koto Rajo,32.77,72.90,21.24,38.24
1309125003,13,9,125,3,Sumatera Barat,Pasaman,Rao Utara,Languang,44.64,64.42,21.24,41.91
1310010001,13,10,10,1,Sumatera Barat,Solok Selatan,Sangir,Lubuk Gadang,24.65,13.56,0.00,14.62
1310010002,13,10,10,2,Sumatera Barat,Solok Selatan,Sangir,Lubuk Gadang Timur,27.97,52.57,0.00,24.92
1310010003,13,10,10,3,Sumatera Barat,Solok Selatan,Sangir,Lubuk Gadang Selatan,26.32,39.16,18.50,26.81
1310010004,13,10,10,4,Sumatera Barat,Solok Selatan,Sangir,Lubuk Gadang Utara,42.72,57.47,18.50,38.61
1310010005,13,10,10,5,Sumatera Barat,Solok Selatan,Sangir,LUBUK GADANG TENGGARA,26.28,50.54,0.00,23.68
1310010006,13,10,10,6,Sumatera Barat,Solok Selatan,Sangir,LUBUK GADANG BARAT,27.97,55.02,18.76,31.21
1310010007,13,10,10,7,Sumatera Barat,Solok Selatan,Sangir,LUBUK GADANG BARAT DAYA,28.30,45.23,17.01,28.64
1310020001,13,10,20,1,Sumatera Barat,Solok Selatan,Sangir Jujuan,Lubuk Malako,23.17,17.83,17.01,20.08
1310020002,13,10,20,2,Sumatera Barat,Solok Selatan,Sangir Jujuan,Padang Air Dingin,31.35,53.43,0.00,26.71
1310020003,13,10,20,3,Sumatera Barat,Solok Selatan,Sangir Jujuan,Bidar Alam,24.57,51.27,35.50,33.90
1310020004,13,10,20,4,Sumatera Barat,Solok Selatan,Sangir Jujuan,Padang Limau Sundai,33.84,55.45,38.81,40.20
1310020005,13,10,20,5,Sumatera Barat,Solok Selatan,Sangir Jujuan,Padang Gantiang,27.68,66.44,20.25,34.09
1310021001,13,10,21,1,Sumatera Barat,Solok Selatan,Sangir Balai Janggo,Sungai Kunyit,29.84,35.39,0.00,21.95
1310021002,13,10,21,2,Sumatera Barat,Solok Selatan,Sangir Balai Janggo,Talunan Maju,24.65,47.89,35.76,33.26
1310021003,13,10,21,3,Sumatera Barat,Solok Selatan,Sangir Balai Janggo,Talao Sungai Kunyit,31.98,42.35,28.75,33.32
1310021004,13,10,21,4,Sumatera Barat,Solok Selatan,Sangir Balai Janggo,Sungai Kunyit Barat,30.91,48.52,18.50,31.06
1310030001,13,10,30,1,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Abai,29.44,47.89,17.01,29.77
1310030002,13,10,30,2,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Ranah Pantai Cermin,32.77,50.54,4.23,28.02
1310030003,13,10,30,3,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Dusun Tangah,30.96,45.21,34.01,35.09
1310030004,13,10,30,4,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Sitapus,27.04,45.43,17.01,28.09
1310030005,13,10,30,5,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Lubuk Ulang Aling,15.34,68.93,47.35,37.15
1310030006,13,10,30,6,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Lubuk Ulang Aling Selatan,32.95,68.93,53.14,47.19
1310030007,13,10,30,7,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Lubuk Ulang Aling Tengah,25.06,73.61,43.59,41.61
1310040001,13,10,40,1,Sumatera Barat,Solok Selatan,Sungai Pagu,Koto Baru,5.91,38.28,18.50,17.02
1310040002,13,10,40,2,Sumatera Barat,Solok Selatan,Sungai Pagu,Pasar Muara Labuh,20.13,29.79,17.01,21.34
1310040003,13,10,40,3,Sumatera Barat,Solok Selatan,Sungai Pagu,Pulakek Koto Baru,29.19,41.04,17.01,28.12
1310040004,13,10,40,4,Sumatera Barat,Solok Selatan,Sungai Pagu,Sako Pasia Talang,39.39,57.47,21.24,37.89
1310040005,13,10,40,5,Sumatera Barat,Solok Selatan,Sungai Pagu,Pasir Talang,24.17,39.69,4.23,21.55
1310040006,13,10,40,6,Sumatera Barat,Solok Selatan,Sungai Pagu,Bomas,24.35,58.20,21.24,30.99
1310040007,13,10,40,7,Sumatera Barat,Solok Selatan,Sungai Pagu,Sako Selatan Pasia Talang,32.35,45.46,21.27,31.90
1310040008,13,10,40,8,Sumatera Barat,Solok Selatan,Sungai Pagu,Sako Utara Pasia Talang,23.69,55.45,17.01,28.76
1310040009,13,10,40,9,Sumatera Barat,Solok Selatan,Sungai Pagu,Pasir Talang Selatan,22.61,16.95,21.24,20.92
1310040010,13,10,40,10,Sumatera Barat,Solok Selatan,Sungai Pagu,Pasir Talang Barat,29.19,40.31,21.24,29.25
1310040011,13,10,40,11,Sumatera Barat,Solok Selatan,Sungai Pagu,Pasir Talang Timur,26.26,55.45,25.51,32.57
1310041001,13,10,41,1,Sumatera Barat,Solok Selatan,Pauah Duo,Alam Pauh Duo,20.78,37.52,17.01,23.38
1310041002,13,10,41,2,Sumatera Barat,Solok Selatan,Pauah Duo,Kapau Alam Pauh Duo,22.82,52.79,21.24,29.05
1310041003,13,10,41,3,Sumatera Barat,Solok Selatan,Pauah Duo,Luak Kapau Alam Pauh Duo,21.33,47.66,21.24,27.20
1310041004,13,10,41,4,Sumatera Barat,Solok Selatan,Pauah Duo,Pauh Duo Nan Batigo,22.58,42.98,17.01,25.45
1310041005,13,10,41,5,Sumatera Barat,Solok Selatan,Pauah Duo,PEKONINA ALAM PAUH DUO,24.65,50.18,22.73,29.78
1310050001,13,10,50,1,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,Pakan Rabaa,22.82,25.15,21.24,22.86
1310050002,13,10,50,2,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,Pakan Rabaa Timur,31.17,68.46,25.51,37.80
1310050003,13,10,50,3,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,Pakan Rabaa Utara,27.49,36.13,25.51,28.82
1310050004,13,10,50,4,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,Pakan Rabaa Tengah,21.37,46.09,21.24,26.87
1310050005,13,10,50,5,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,PAKAN RABAA SELATAN,25.46,41.41,25.51,29.05
1310050006,13,10,50,6,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,PAKAN RABAA UTARA DUO,27.97,49.01,21.24,30.63
1310050007,13,10,50,7,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,BALUN PAKAN RABAA TENGAH,26.05,38.52,21.24,27.37
1310050008,13,10,50,8,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh,BATANG LOLO,32.79,51.40,25.51,34.74
1311010005,13,11,10,5,Sumatera Barat,Dharmasraya,Sungai Rumbai,Sungai Rumbai,20.27,16.47,4.23,14.51
1311010006,13,11,10,6,Sumatera Barat,Dharmasraya,Sungai Rumbai,Kurnia Koto Salak,28.39,52.57,25.51,32.93
1311010007,13,11,10,7,Sumatera Barat,Dharmasraya,Sungai Rumbai,Sungai Rumbai Timur,5.68,24.23,0.00,8.10
1311010008,13,11,10,8,Sumatera Barat,Dharmasraya,Sungai Rumbai,Kurnia Selatan,29.28,62.83,34.01,38.25
1311011001,13,11,11,1,Sumatera Barat,Dharmasraya,Koto Besar,Koto Gadang,22.59,24.25,0.00,16.05
1311011002,13,11,11,2,Sumatera Barat,Dharmasraya,Koto Besar,Koto Tinggi,26.13,52.57,39.78,36.23
1311011003,13,11,11,3,Sumatera Barat,Dharmasraya,Koto Besar,Bonjol,41.72,52.79,34.01,41.84
1311011004,13,11,11,4,Sumatera Barat,Dharmasraya,Koto Besar,Abai Siat,25.48,37.03,27.00,28.53
1311011005,13,11,11,5,Sumatera Barat,Dharmasraya,Koto Besar,Koto Besar,19.34,57.47,4.27,23.27
1311011006,13,11,11,6,Sumatera Barat,Dharmasraya,Koto Besar,Koto Laweh,30.03,37.03,0.00,22.41
1311011007,13,11,11,7,Sumatera Barat,Dharmasraya,Koto Besar,Koto Ranah,22.82,41.94,34.01,30.53
1311012001,13,11,12,1,Sumatera Barat,Dharmasraya,Asam Jujuhan,Lubuk Besar,51.15,52.11,37.52,47.19
1311012002,13,11,12,2,Sumatera Barat,Dharmasraya,Asam Jujuhan,Alahan Nan Tigo,39.04,55.02,34.01,41.08
1311012003,13,11,12,3,Sumatera Barat,Dharmasraya,Asam Jujuhan,Sungai Limau,33.74,50.54,34.01,37.59
1311012004,13,11,12,4,Sumatera Barat,Dharmasraya,Asam Jujuhan,Sinamar,46.85,68.84,35.76,48.39
1311012005,13,11,12,5,Sumatera Barat,Dharmasraya,Asam Jujuhan,Tanjung Alam,59.22,45.43,34.01,48.42
1311020001,13,11,20,1,Sumatera Barat,Dharmasraya,Koto Baru,Ampang Kuranji,25.28,52.57,4.23,24.95
1311020003,13,11,20,3,Sumatera Barat,Dharmasraya,Koto Baru,Koto Baru,23.70,12.68,4.23,15.27
1311020005,13,11,20,5,Sumatera Barat,Dharmasraya,Koto Baru,Sialang Gaung,26.04,48.58,21.24,29.62
1311020008,13,11,20,8,Sumatera Barat,Dharmasraya,Koto Baru,Koto Padang,34.16,57.47,4.23,30.23
1311021001,13,11,21,1,Sumatera Barat,Dharmasraya,Koto Salak,Padukuan,32.38,51.66,0.00,26.79
1311021002,13,11,21,2,Sumatera Barat,Dharmasraya,Koto Salak,Pulau Mainan,26.39,50.60,0.00,23.74
1311021003,13,11,21,3,Sumatera Barat,Dharmasraya,Koto Salak,Simalidu,33.74,47.25,0.00,26.45
1311021004,13,11,21,4,Sumatera Barat,Dharmasraya,Koto Salak,Koto Salak,25.95,57.47,0.00,25.07
1311021005,13,11,21,5,Sumatera Barat,Dharmasraya,Koto Salak,Ampalu,29.15,25.41,0.00,19.39
1311022001,13,11,22,1,Sumatera Barat,Dharmasraya,Tiumang,Koto Beringin,36.23,50.11,17.01,33.46
1311022002,13,11,22,2,Sumatera Barat,Dharmasraya,Tiumang,Sipangkur,24.81,52.57,0.00,23.44
1311022003,13,11,22,3,Sumatera Barat,Dharmasraya,Tiumang,Sungai Langkok,29.31,57.47,0.00,26.65
1311022004,13,11,22,4,Sumatera Barat,Dharmasraya,Tiumang,Tiumang,30.95,39.92,0.00,23.49
1311023001,13,11,23,1,Sumatera Barat,Dharmasraya,Padang Laweh,Batu Rijal,34.68,54.82,21.24,35.08
1311023002,13,11,23,2,Sumatera Barat,Dharmasraya,Padang Laweh,Muaro Sopan,32.14,55.45,21.24,34.03
1311023003,13,11,23,3,Sumatera Barat,Dharmasraya,Padang Laweh,Padang Laweh,47.92,54.82,21.24,41.30
1311023004,13,11,23,4,Sumatera Barat,Dharmasraya,Padang Laweh,Sopan Jaya,28.94,23.37,21.24,25.33
1311030001,13,11,30,1,Sumatera Barat,Dharmasraya,Sitiung,Sitiung,22.93,47.66,0.00,21.46
1311030002,13,11,30,2,Sumatera Barat,Dharmasraya,Sitiung,Siguntur,24.48,55.45,0.00,23.93
1311030004,13,11,30,4,Sumatera Barat,Dharmasraya,Sitiung,Gunung Medan,23.46,23.40,0.00,16.27
1311030005,13,11,30,5,Sumatera Barat,Dharmasraya,Sitiung,Sungai Duo,22.70,28.32,0.00,17.01
1311031001,13,11,31,1,Sumatera Barat,Dharmasraya,Timpeh,Panyubarangan,44.93,45.04,4.23,32.50
1311031002,13,11,31,2,Sumatera Barat,Dharmasraya,Timpeh,Tabek,35.30,39.62,21.24,31.97
1311031003,13,11,31,3,Sumatera Barat,Dharmasraya,Timpeh,Timpeh,54.10,66.18,21.24,46.75
1311031004,13,11,31,4,Sumatera Barat,Dharmasraya,Timpeh,Taratak Tinggi,31.29,50.36,21.24,32.49
1311031005,13,11,31,5,Sumatera Barat,Dharmasraya,Timpeh,Ranah Palabi,28.06,70.86,22.73,36.02
1311040003,13,11,40,3,Sumatera Barat,Dharmasraya,Pulau Punjung,Iv Koto Pulau Punjung,9.69,15.58,0.00,8.05
1311040004,13,11,40,4,Sumatera Barat,Dharmasraya,Pulau Punjung,Sungai Dareh,25.17,44.46,0.00,21.79
1311040005,13,11,40,5,Sumatera Barat,Dharmasraya,Pulau Punjung,Tebing Tinggi,36.38,50.77,0.00,28.47
1311040006,13,11,40,6,Sumatera Barat,Dharmasraya,Pulau Punjung,Sungai Kambut,12.65,25.40,0.00,11.64
